Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Basic,Premium,Standard,Annual,Monthly,Quarterly
53,0,58,22,6,25,922,5,1,0,1,0,1,0,0
44,1,57,18,8,29,802,3,1,1,0,0,0,0,1
61,1,37,14,7,22,974,19,1,1,0,0,1,0,0
61,0,16,3,8,30,950,24,1,1,0,0,0,1,0
39,0,11,2,6,0,500,2,1,0,1,0,1,0,0
47,0,17,2,8,21,185,17,1,1,0,0,1,0,0
21,1,45,24,8,21,947,15,1,0,1,0,0,0,1
44,0,51,11,10,21,629,20,1,0,0,1,0,0,1
64,0,23,10,2,27,383,23,1,1,0,0,0,0,1
25,0,53,21,3,21,196,6,1,1,0,0,1,0,0
27,1,43,29,9,25,843,25,1,0,1,0,1,0,0
58,1,3,4,4,15,687,27,1,0,1,0,0,0,1
56,0,14,10,9,22,469,4,1,1,0,0,0,1,0
31,1,55,5,8,22,928,4,1,0,0,1,0,1,0
29,0,43,9,1,29,144,25,1,0,1,0,1,0,0
61,1,26,22,9,16,996,13,1,0,1,0,0,1,0
19,0,24,22,10,19,245,22,1,0,1,0,0,1,0
48,1,36,10,5,23,407,25,1,0,1,0,1,0,0
56,1,30,22,8,22,620,8,1,0,0,1,0,0,1
60,0,56,22,0,26,574,20,1,1,0,0,0,1,0
27,0,26,10,7,28,383,21,1,0,0,1,0,0,1
20,0,49,23,7,24,950,4,1,0,0,1,0,0,1
18,1,50,23,6,20,309,6,1,0,1,0,0,1,0
61,0,45,5,5,3,168,4,1,1,0,0,1,0,0
64,0,27,14,7,22,720,12,1,1,0,0,1,0,0
27,0,41,20,7,20,244,15,1,0,1,0,0,0,1
58,1,60,1,4,24,834,8,1,0,0,1,1,0,0
40,1,53,27,10,18,444,14,1,0,0,1,0,0,1
54,0,4,1,6,19,968,12,1,0,0,1,0,0,1
40,0,12,17,4,29,776,1,1,0,1,0,0,1,0
35,0,16,29,9,30,113,18,1,1,0,0,0,1,0
54,1,26,16,7,22,144,19,1,1,0,0,0,1,0
49,0,30,22,0,22,209,24,1,0,0,1,0,1,0
57,0,32,6,6,24,618,25,1,0,0,1,1,0,0
59,1,29,6,10,23,963,23,1,0,0,1,0,0,1
44,0,29,3,3,27,335,28,1,1,0,0,0,0,1
25,0,46,8,9,29,872,21,1,1,0,0,0,0,1
53,0,16,28,10,21,623,14,1,0,0,1,0,1,0
33,0,31,25,8,21,966,17,1,1,0,0,1,0,0
23,0,60,7,1,21,146,29,1,0,0,1,0,0,1
27,1,33,17,8,20,245,8,1,0,0,1,1,0,0
37,0,5,4,4,21,209,19,1,1,0,0,0,1,0
42,1,53,6,9,26,863,1,1,1,0,0,0,1,0
19,1,34,10,10,28,993,22,1,1,0,0,0,1,0
50,0,35,8,3,25,261,10,1,0,1,0,0,0,1
46,0,9,15,4,24,102,27,1,0,1,0,0,1,0
38,0,42,27,7,21,123,9,1,1,0,0,0,0,1
29,1,52,29,5,23,849,29,1,0,0,1,0,1,0
64,1,36,1,6,19,715,3,1,1,0,0,0,1,0
50,0,16,10,8,21,349,14,1,0,0,1,0,1,0
41,1,30,9,10,20,497,15,1,0,1,0,0,0,1
21,1,27,10,9,25,832,3,1,0,0,1,0,1,0
56,0,47,1,4,24,211,29,1,0,1,0,0,0,1
59,0,57,4,4,0,961,13,1,0,0,1,0,0,1
40,0,26,4,9,26,500,25,1,1,0,0,0,1,0
36,0,31,3,9,28,755,1,1,0,0,1,1,0,0
56,0,51,26,10,21,653,29,1,1,0,0,0,0,1
40,0,33,23,0,22,498,16,1,0,1,0,0,0,1
22,0,60,7,4,23,125,14,1,0,1,0,0,0,1
26,0,19,24,7,25,104,18,1,0,1,0,0,1,0
31,0,26,15,2,24,844,23,1,1,0,0,0,1,0
51,0,36,17,9,24,954,28,1,0,0,1,0,0,1
28,0,49,25,6,24,181,16,1,0,1,0,0,0,1
53,0,60,6,0,24,307,24,1,0,1,0,0,0,1
33,0,46,18,10,25,782,26,1,1,0,0,0,0,1
52,0,60,9,7,29,316,5,1,0,0,1,0,0,1
61,0,51,12,5,26,796,5,1,0,0,1,0,0,1
31,1,53,28,7,26,576,28,1,1,0,0,1,0,0
23,0,49,1,2,25,564,22,1,1,0,0,0,1,0
54,1,12,4,6,18,405,3,1,1,0,0,0,1,0
49,0,30,9,5,27,268,30,1,0,1,0,0,1,0
63,1,54,24,9,23,345,27,1,0,1,0,1,0,0
26,0,36,7,0,27,168,23,1,0,1,0,0,0,1
65,0,14,8,6,22,805,6,1,0,0,1,0,1,0
23,0,21,16,5,21,617,23,1,0,1,0,0,1,0
18,0,9,26,5,22,717,26,1,0,0,1,0,1,0
58,1,40,25,9,20,270,15,1,0,1,0,0,1,0
29,0,53,10,10,24,188,10,1,0,1,0,0,0,1
39,0,45,26,3,30,355,7,1,1,0,0,0,1,0
60,0,21,2,10,7,555,19,1,0,0,1,1,0,0
64,0,35,1,6,23,738,25,1,1,0,0,0,0,1
52,1,54,14,7,21,432,5,1,0,1,0,0,0,1
41,0,44,13,4,21,766,15,1,0,1,0,0,1,0
49,0,50,5,4,23,983,22,1,0,0,1,0,1,0
61,0,11,1,3,29,721,23,1,0,0,1,0,1,0
57,0,3,23,6,21,218,29,1,1,0,0,1,0,0
18,1,31,4,7,27,542,30,1,0,1,0,0,0,1
31,1,49,1,5,18,242,16,1,0,0,1,1,0,0
41,1,27,20,10,25,331,23,1,0,1,0,0,0,1
52,0,51,19,3,30,475,22,1,0,0,1,0,0,1
59,1,39,23,5,16,334,24,1,0,0,1,0,1,0
59,0,43,5,9,23,524,27,1,1,0,0,0,0,1
29,1,35,18,6,21,194,11,1,1,0,0,0,1,0
52,0,36,12,7,17,742,27,1,0,0,1,1,0,0
28,0,55,24,6,19,748,8,1,1,0,0,0,0,1
54,0,12,1,5,21,960,14,1,1,0,0,0,1,0
63,1,22,4,6,4,284,19,1,0,1,0,0,0,1
47,0,13,20,10,30,231,21,1,1,0,0,0,0,1
18,1,59,5,9,19,447,26,1,0,0,1,1,0,0
54,1,42,2,4,5,317,19,1,0,1,0,0,0,1
25,0,35,2,9,13,179,24,1,1,0,0,1,0,0
27,1,30,20,6,16,126,13,1,1,0,0,1,0,0
39,0,54,25,10,20,852,30,1,0,1,0,1,0,0
60,0,25,21,8,21,839,29,1,0,0,1,1,0,0
26,1,40,7,6,29,143,11,1,0,0,1,1,0,0
37,0,42,18,10,26,227,5,1,1,0,0,0,1,0
49,1,56,10,5,21,192,4,1,1,0,0,1,0,0
51,1,29,16,6,29,709,27,1,0,1,0,0,1,0
38,1,48,11,7,20,570,14,1,0,0,1,0,1,0
18,1,48,16,10,20,632,23,1,1,0,0,0,1,0
46,1,34,22,5,23,320,3,1,0,0,1,0,0,1
53,0,19,1,9,28,858,2,1,0,0,1,1,0,0
60,0,41,4,6,10,500,28,1,0,0,1,0,1,0
56,1,49,6,9,26,939,12,1,0,0,1,0,1,0
38,0,31,5,0,29,147,30,1,0,1,0,1,0,0
39,0,31,20,10,24,921,1,1,0,1,0,0,0,1
28,0,29,3,5,23,201,25,1,0,1,0,0,1,0
38,1,26,29,6,26,122,4,1,0,1,0,0,1,0
59,0,44,6,10,26,291,15,1,0,0,1,0,1,0
20,0,49,22,5,30,476,30,1,1,0,0,1,0,0
51,0,50,5,8,24,279,10,1,1,0,0,0,0,1
44,1,33,19,10,22,955,13,1,1,0,0,1,0,0
62,0,51,28,7,17,960,7,1,0,0,1,0,0,1
42,1,58,30,7,20,615,25,1,0,1,0,1,0,0
34,0,1,23,6,23,403,9,1,0,0,1,0,1,0
54,1,50,26,6,27,571,8,1,1,0,0,1,0,0
20,0,41,24,5,23,821,9,1,0,1,0,0,1,0
23,0,58,14,6,24,644,15,1,1,0,0,0,1,0
49,1,35,26,8,23,248,28,1,0,0,1,1,0,0
56,0,35,13,9,24,118,16,1,1,0,0,0,0,1
20,1,31,27,8,17,669,26,1,0,1,0,1,0,0
55,1,8,5,10,30,750,18,1,0,1,0,0,1,0
53,0,50,11,8,28,157,10,1,1,0,0,0,1,0
27,1,39,13,10,25,922,9,1,0,1,0,0,1,0
25,0,45,21,5,24,575,25,1,0,0,1,0,1,0
31,1,47,28,8,21,309,4,1,0,0,1,0,1,0
28,1,51,8,5,19,656,20,1,0,0,1,0,1,0
34,0,51,4,10,25,159,7,1,0,1,0,0,1,0
32,0,42,24,8,24,609,26,1,1,0,0,1,0,0
44,0,46,26,10,17,565,2,1,1,0,0,0,1,0
52,0,22,1,3,3,141,30,1,0,0,1,1,0,0
57,0,19,1,5,23,986,20,1,0,1,0,0,0,1
36,1,29,26,5,30,532,26,1,0,0,1,0,0,1
58,0,48,24,1,27,871,22,1,0,1,0,0,1,0
43,0,36,23,3,24,464,29,1,1,0,0,0,0,1
54,1,44,5,7,23,684,22,1,0,0,1,0,1,0
36,0,10,8,0,29,125,22,1,0,1,0,0,0,1
59,1,59,1,9,19,121,12,1,1,0,0,0,0,1
30,0,46,6,1,23,148,25,1,0,1,0,1,0,0
38,1,43,6,8,17,907,12,1,0,1,0,0,1,0
26,1,24,14,8,16,974,17,1,0,0,1,0,1,0
61,0,54,20,7,19,597,28,1,0,0,1,0,0,1
24,1,30,19,5,23,995,21,1,0,0,1,1,0,0
35,1,35,20,7,26,844,23,1,0,1,0,1,0,0
37,0,6,2,7,28,149,26,1,0,0,1,0,0,1
26,1,26,18,6,23,492,24,1,0,0,1,1,0,0
20,1,56,26,7,26,713,23,1,0,0,1,1,0,0
65,1,51,29,10,30,454,5,1,0,1,0,0,1,0
48,0,27,19,8,19,623,7,1,1,0,0,0,1,0
36,0,52,17,4,29,386,27,1,1,0,0,1,0,0
46,1,38,10,6,22,100,24,1,0,1,0,1,0,0
50,1,28,24,6,22,487,14,1,0,0,1,0,1,0
43,1,35,27,5,28,939,17,1,0,0,1,0,0,1
36,0,53,6,8,17,462,28,1,0,1,0,1,0,0
40,0,19,6,4,26,870,2,1,0,0,1,0,1,0
62,1,21,1,7,3,754,24,1,0,0,1,0,0,1
55,1,52,4,6,2,699,10,1,0,0,1,1,0,0
57,0,50,18,4,24,179,17,1,0,1,0,0,0,1
64,0,42,25,4,23,493,12,1,1,0,0,0,0,1
53,1,60,27,7,22,551,26,1,0,1,0,1,0,0
33,0,2,5,1,24,449,16,1,0,0,1,1,0,0
58,1,39,12,6,26,498,15,1,1,0,0,1,0,0
53,0,57,25,1,30,277,11,1,0,0,1,1,0,0
64,0,24,6,5,18,626,4,1,0,1,0,1,0,0
30,0,52,18,7,17,579,24,1,1,0,0,0,0,1
19,1,38,30,6,16,328,7,1,0,1,0,0,0,1
52,0,25,7,4,21,931,9,1,0,0,1,0,1,0
35,0,5,19,10,25,237,16,1,0,1,0,0,1,0
46,0,49,2,0,30,482,1,1,1,0,0,0,0,1
58,0,39,18,5,29,852,2,1,0,1,0,1,0,0
24,0,49,3,7,29,223,2,1,1,0,0,1,0,0
22,0,34,8,3,28,193,15,1,0,0,1,0,0,1
36,1,54,5,5,28,753,18,1,0,1,0,0,1,0
44,0,28,1,6,25,222,10,1,0,1,0,0,1,0
47,1,8,1,2,26,441,8,1,0,0,1,1,0,0
41,0,60,15,3,28,136,17,1,1,0,0,0,1,0
44,0,50,22,5,25,575,18,1,1,0,0,0,0,1
58,1,21,1,5,0,124,14,1,0,0,1,0,0,1
30,0,26,30,9,24,432,27,1,0,0,1,0,0,1
20,1,40,17,6,21,655,1,1,0,1,0,0,0,1
55,1,33,4,7,1,905,27,1,1,0,0,0,0,1
37,1,57,10,5,22,523,30,1,1,0,0,0,1,0
53,1,36,2,9,18,629,7,1,0,1,0,0,1,0
53,0,38,1,3,26,283,22,1,1,0,0,0,1,0
28,1,56,29,10,25,403,15,1,1,0,0,0,1,0
62,0,27,12,5,28,856,20,1,0,0,1,1,0,0
59,0,50,16,7,26,329,23,1,0,1,0,1,0,0
55,0,35,25,7,23,511,27,1,0,0,1,0,0,1
35,1,35,14,8,22,391,10,1,1,0,0,0,0,1
33,1,52,5,10,17,320,30,1,0,0,1,0,1,0
20,1,39,16,10,29,945,2,1,1,0,0,1,0,0
38,1,45,16,8,17,118,9,1,1,0,0,0,0,1
37,1,30,5,7,28,482,20,1,0,0,1,0,0,1
28,1,41,21,7,26,521,24,1,0,0,1,0,1,0
45,0,37,25,7,27,812,9,1,1,0,0,0,0,1
36,0,12,20,6,30,375,28,1,0,1,0,0,1,0
39,0,56,21,5,21,953,30,1,1,0,0,0,0,1
65,1,26,2,5,23,627,29,1,0,0,1,1,0,0
57,1,50,1,8,18,642,7,1,1,0,0,0,0,1
30,1,5,3,1,15,222,9,1,1,0,0,0,0,1
54,1,36,1,2,30,184,4,1,0,0,1,1,0,0
52,0,10,3,5,8,406,30,1,0,0,1,0,1,0
21,0,52,27,9,25,302,12,1,0,1,0,0,0,1
53,1,13,5,9,28,720,8,1,0,1,0,0,1,0
54,0,38,20,5,22,430,15,1,1,0,0,0,1,0
64,0,22,29,7,25,219,24,1,0,1,0,1,0,0
59,0,6,19,2,25,136,3,1,1,0,0,0,0,1
54,1,55,6,6,27,139,7,1,0,0,1,0,0,1
25,1,56,4,10,30,227,14,1,1,0,0,0,1,0
40,0,49,7,9,23,995,5,1,0,1,0,1,0,0
23,0,35,8,0,22,382,25,1,1,0,0,0,1,0
25,1,58,17,5,19,616,7,1,0,0,1,0,1,0
23,0,25,28,1,22,379,7,1,0,1,0,0,0,1
37,0,7,8,3,21,400,14,1,0,1,0,0,0,1
24,1,43,12,7,28,651,4,1,0,0,1,0,0,1
63,1,38,2,6,15,444,30,1,0,1,0,0,1,0
27,0,51,27,1,26,847,25,1,0,0,1,0,1,0
62,0,2,16,5,28,859,12,1,0,1,0,0,1,0
20,0,37,8,8,27,447,1,1,0,1,0,0,0,1
57,1,59,15,5,19,793,22,1,0,0,1,0,1,0
30,0,29,27,3,29,317,13,1,0,0,1,0,0,1
55,0,54,25,6,17,450,15,1,0,0,1,0,1,0
31,1,41,17,8,23,384,7,1,0,1,0,0,0,1
28,0,54,2,6,29,101,18,1,1,0,0,0,0,1
48,0,42,29,7,24,474,24,1,1,0,0,0,0,1
58,0,38,19,7,20,596,8,1,0,1,0,0,0,1
32,0,13,13,9,29,221,13,1,1,0,0,0,0,1
18,1,36,9,5,16,945,11,1,0,1,0,0,0,1
33,1,59,28,9,29,473,2,1,0,1,0,0,0,1
37,1,39,2,10,24,395,9,1,1,0,0,0,0,1
20,0,33,9,6,22,434,6,1,0,1,0,0,0,1
30,1,56,7,5,29,893,2,1,0,0,1,0,1,0
56,0,19,1,2,20,112,19,1,0,0,1,1,0,0
57,1,27,1,1,2,192,22,1,0,1,0,1,0,0
29,0,36,19,10,21,593,4,1,0,1,0,0,0,1
40,0,58,1,0,23,249,14,1,1,0,0,1,0,0
52,1,59,8,5,28,602,29,1,0,1,0,0,0,1
30,0,41,21,8,19,132,22,1,1,0,0,0,1,0
33,0,5,29,4,22,275,7,1,0,0,1,1,0,0
40,1,44,18,9,25,449,13,1,1,0,0,0,0,1
53,0,53,27,9,16,677,15,1,0,1,0,1,0,0
63,1,48,16,10,17,631,17,1,0,0,1,0,1,0
31,1,60,1,7,26,654,14,1,0,1,0,0,1,0
43,0,54,13,9,16,754,23,1,0,0,1,0,1,0
60,0,47,14,10,18,468,19,1,0,1,0,1,0,0
19,1,44,20,6,20,759,18,1,0,1,0,1,0,0
41,0,51,3,5,18,308,2,1,1,0,0,1,0,0
54,1,38,14,6,23,673,4,1,1,0,0,0,0,1
54,0,28,16,8,20,382,18,1,1,0,0,0,0,1
65,0,45,13,3,30,207,21,1,0,1,0,1,0,0
49,0,47,11,9,22,160,30,1,0,1,0,0,1,0
53,1,33,13,8,22,914,8,1,0,0,1,1,0,0
51,1,52,27,9,22,739,16,1,1,0,0,0,0,1
58,1,47,20,6,24,328,6,1,1,0,0,0,1,0
50,0,34,15,4,22,125,23,1,0,1,0,1,0,0
31,0,39,29,7,28,807,14,1,1,0,0,0,1,0
52,0,46,9,7,30,857,29,1,0,0,1,1,0,0
53,1,57,7,6,30,211,5,1,0,1,0,0,0,1
65,1,37,13,6,27,496,29,1,1,0,0,0,1,0
34,1,27,6,9,26,850,16,1,0,0,1,0,1,0
41,0,60,4,8,23,462,14,1,0,0,1,0,1,0
35,0,22,26,0,30,821,27,1,0,1,0,0,1,0
53,1,49,6,5,21,428,5,1,1,0,0,1,0,0
37,1,32,21,8,17,953,23,1,1,0,0,0,0,1
56,1,5,1,5,23,218,28,1,0,0,1,1,0,0
62,0,22,4,6,29,340,1,1,0,0,1,0,1,0
54,0,47,13,7,21,645,23,1,0,0,1,1,0,0
49,1,37,25,5,19,220,16,1,1,0,0,0,1,0
55,0,10,9,0,25,338,24,1,0,0,1,0,1,0
24,0,9,19,9,24,398,23,1,0,0,1,1,0,0
26,0,41,16,8,21,178,19,1,0,0,1,1,0,0
62,1,29,10,7,28,450,19,1,0,1,0,1,0,0
61,0,15,13,5,21,360,19,1,1,0,0,1,0,0
22,0,54,27,4,26,303,2,1,1,0,0,0,0,1
39,0,28,5,8,27,842,1,1,0,0,1,0,0,1
19,0,3,2,2,30,771,17,1,1,0,0,0,0,1
62,0,16,1,7,0,670,3,1,1,0,0,0,0,1
27,1,57,14,9,18,114,25,1,1,0,0,0,1,0
30,1,44,27,7,27,801,7,1,1,0,0,0,0,1
61,0,37,23,9,22,850,30,1,1,0,0,1,0,0
46,1,55,17,9,21,420,28,1,0,0,1,0,1,0
54,0,59,27,10,19,828,26,1,1,0,0,0,0,1
34,0,10,21,8,26,398,28,1,1,0,0,1,0,0
57,1,46,7,10,30,725,11,1,1,0,0,1,0,0
20,0,47,29,9,30,636,17,1,1,0,0,0,1,0
54,0,3,1,5,22,649,16,1,0,0,1,0,0,1
56,0,54,20,9,24,812,21,1,1,0,0,1,0,0
34,0,1,25,4,25,194,29,1,1,0,0,1,0,0
26,1,24,18,10,30,329,22,1,0,1,0,0,1,0
54,0,56,8,5,19,597,27,1,0,1,0,0,1,0
30,0,46,9,7,22,391,10,1,0,1,0,1,0,0
34,0,50,11,10,20,254,30,1,0,1,0,0,0,1
45,0,12,28,0,25,739,16,1,0,1,0,0,1,0
53,0,6,1,9,18,651,3,1,0,0,1,0,0,1
60,0,34,26,5,18,618,16,1,1,0,0,1,0,0
43,0,25,5,5,26,646,30,1,0,0,1,1,0,0
65,0,51,6,9,19,906,17,1,0,0,1,1,0,0
50,1,56,25,8,20,664,5,1,0,0,1,1,0,0
49,1,36,8,9,25,274,14,1,0,0,1,0,1,0
63,1,51,13,10,27,769,19,1,1,0,0,0,1,0
54,1,32,3,4,3,750,8,1,0,0,1,0,0,1
46,0,38,29,7,28,852,21,1,1,0,0,0,0,1
49,0,45,13,5,19,991,7,1,0,1,0,0,1,0
29,0,40,28,5,26,596,8,1,0,0,1,0,0,1
23,0,34,29,0,26,805,12,1,0,1,0,0,1,0
19,0,46,13,9,28,925,30,1,1,0,0,1,0,0
59,0,19,6,4,29,464,30,1,0,1,0,0,0,1
46,0,12,20,2,21,164,10,1,0,0,1,0,0,1
52,0,37,16,7,20,806,22,1,0,0,1,0,0,1
50,0,12,16,3,26,924,2,1,0,1,0,0,1,0
53,1,33,27,5,20,496,9,1,0,1,0,0,1,0
59,1,6,4,10,0,311,10,1,0,0,1,0,1,0
25,1,56,16,6,21,741,23,1,0,1,0,1,0,0
43,1,27,4,7,26,331,5,1,0,1,0,0,1,0
52,0,43,7,6,26,858,25,1,0,0,1,1,0,0
25,1,40,4,10,30,704,29,1,1,0,0,0,1,0
64,0,55,25,5,28,534,22,1,0,0,1,1,0,0
36,1,47,17,7,29,392,16,1,0,1,0,0,1,0
51,0,29,16,9,16,593,17,1,0,1,0,1,0,0
36,0,43,11,7,22,868,28,1,0,1,0,0,0,1
44,0,26,29,8,23,947,6,1,0,0,1,0,0,1
35,0,51,29,0,30,645,4,1,0,1,0,0,1,0
63,0,41,6,8,16,544,1,1,0,0,1,0,0,1
21,0,54,19,5,17,624,24,1,0,1,0,0,0,1
65,1,24,15,10,17,606,27,1,1,0,0,0,0,1
52,1,42,15,5,27,830,3,1,1,0,0,0,1,0
54,0,20,2,10,12,236,22,1,0,0,1,0,0,1
31,1,27,11,10,27,246,17,1,1,0,0,0,1,0
43,0,37,22,6,28,325,4,1,1,0,0,0,0,1
52,0,44,13,5,23,364,7,1,1,0,0,1,0,0
48,0,36,13,9,29,629,18,1,0,0,1,1,0,0
25,1,48,5,10,22,810,16,1,0,1,0,1,0,0
57,0,6,2,3,17,340,30,1,0,0,1,1,0,0
53,1,39,12,6,17,843,30,1,1,0,0,1,0,0
37,0,40,4,10,25,609,6,1,0,0,1,0,1,0
60,0,29,26,0,25,453,10,1,0,1,0,1,0,0
48,1,33,9,8,18,185,3,1,1,0,0,0,1,0
30,0,48,20,7,28,304,18,1,0,0,1,0,1,0
21,0,29,16,7,29,729,17,1,0,0,1,0,1,0
41,1,52,11,7,19,644,24,1,0,1,0,1,0,0
46,0,60,15,4,27,382,16,1,0,0,1,0,1,0
23,0,11,22,2,29,754,23,1,1,0,0,0,1,0
18,1,24,26,8,23,672,1,1,0,0,1,0,1,0
47,0,11,17,5,22,146,1,1,0,1,0,1,0,0
27,1,38,17,9,23,130,29,1,1,0,0,1,0,0
18,1,26,17,9,25,470,18,1,0,1,0,0,1,0
64,1,31,16,10,30,408,9,1,1,0,0,1,0,0
52,0,10,3,5,2,258,16,1,0,0,1,1,0,0
57,1,48,14,5,19,207,20,1,1,0,0,1,0,0
27,1,25,10,9,28,422,8,1,0,0,1,0,1,0
62,0,8,3,8,12,149,26,1,0,0,1,0,0,1
53,1,50,13,9,18,451,27,1,1,0,0,0,0,1
26,1,40,8,6,23,478,23,1,1,0,0,0,0,1
58,0,9,6,8,28,348,17,1,0,0,1,0,0,1
50,0,58,20,7,25,976,9,1,0,0,1,0,1,0
22,1,38,12,6,22,825,18,1,0,0,1,1,0,0
23,1,49,17,5,24,809,18,1,1,0,0,0,0,1
31,0,32,16,10,24,919,23,1,0,0,1,1,0,0
40,1,49,26,10,17,192,14,1,0,1,0,1,0,0
45,1,47,17,5,23,351,9,1,1,0,0,0,0,1
34,0,45,30,8,17,741,9,1,1,0,0,0,1,0
22,0,42,2,0,28,172,5,1,1,0,0,1,0,0
47,0,49,1,0,29,331,8,1,1,0,0,0,1,0
49,0,14,27,1,22,294,19,1,1,0,0,1,0,0
40,0,34,19,4,23,490,9,1,0,0,1,1,0,0
25,0,54,8,6,24,618,24,1,0,0,1,0,1,0
35,1,40,19,6,19,467,17,1,1,0,0,1,0,0
18,0,49,6,10,30,695,19,1,1,0,0,0,0,1
54,0,49,29,7,27,144,9,1,0,0,1,1,0,0
44,0,24,15,2,22,851,12,1,1,0,0,0,1,0
29,1,51,12,6,20,834,9,1,0,0,1,0,0,1
21,1,27,11,7,18,730,8,1,0,1,0,0,0,1
33,1,56,28,10,28,534,7,1,0,1,0,0,0,1
19,1,30,23,9,25,391,4,1,0,0,1,0,1,0
23,1,49,27,6,21,455,7,1,0,1,0,0,0,1
65,0,54,21,8,23,479,6,1,0,0,1,1,0,0
45,1,40,4,10,23,164,11,1,0,1,0,1,0,0
50,0,28,10,0,26,356,3,1,0,0,1,1,0,0
18,1,47,16,6,26,588,17,1,0,0,1,0,1,0
61,1,42,22,9,22,464,29,1,0,0,1,1,0,0
55,0,57,2,2,22,240,30,1,1,0,0,1,0,0
29,1,31,30,8,24,150,11,1,0,1,0,0,0,1
22,1,45,1,8,24,431,28,1,0,1,0,0,0,1
64,1,39,27,8,27,884,13,1,0,0,1,0,1,0
53,0,53,6,9,21,495,21,1,0,1,0,0,1,0
63,0,22,11,9,30,589,5,1,0,0,1,0,1,0
60,1,40,2,6,15,295,6,1,0,1,0,1,0,0
35,0,46,3,8,30,945,19,1,1,0,0,0,0,1
22,1,56,9,10,21,316,3,1,1,0,0,0,1,0
20,0,51,4,10,19,558,10,1,0,1,0,0,0,1
47,0,30,9,9,28,688,25,1,0,0,1,0,1,0
18,0,57,21,10,21,952,27,1,0,1,0,0,1,0
36,1,40,25,8,18,258,23,1,0,0,1,0,1,0
39,1,57,29,5,29,990,29,1,0,0,1,1,0,0
26,1,38,11,8,19,253,19,1,0,1,0,1,0,0
46,0,35,17,8,18,902,22,1,1,0,0,0,0,1
52,0,8,10,7,22,690,12,1,1,0,0,0,1,0
65,1,60,2,6,4,128,16,1,0,1,0,0,0,1
45,0,27,5,2,29,463,7,1,0,0,1,1,0,0
49,0,44,18,0,30,939,29,1,0,1,0,0,1,0
65,0,4,20,4,24,476,10,1,1,0,0,0,1,0
53,1,26,18,7,21,650,8,1,0,1,0,1,0,0
57,1,8,1,5,5,103,1,1,1,0,0,0,1,0
51,1,49,1,7,15,811,3,1,0,0,1,0,1,0
60,0,46,17,8,28,208,13,1,0,1,0,0,0,1
54,1,45,2,10,22,441,25,1,0,1,0,0,1,0
64,0,9,1,5,25,652,20,1,1,0,0,0,0,1
61,0,21,6,2,26,598,4,1,1,0,0,0,1,0
62,1,41,28,7,19,612,17,1,1,0,0,0,1,0
40,0,60,2,6,21,384,14,1,0,1,0,0,1,0
45,0,8,2,2,23,810,13,1,1,0,0,0,1,0
28,0,11,20,4,29,611,23,1,1,0,0,0,1,0
46,0,60,6,10,27,785,28,1,0,0,1,0,1,0
54,1,44,13,6,24,181,8,1,0,1,0,0,1,0
30,0,44,18,7,22,121,3,1,0,0,1,0,0,1
26,1,60,14,6,18,461,13,1,1,0,0,0,1,0
56,0,46,6,8,16,516,11,1,0,1,0,1,0,0
35,1,55,10,10,26,224,29,1,0,0,1,1,0,0
53,1,24,2,7,1,899,28,1,0,1,0,0,1,0
18,1,59,25,10,22,819,4,1,0,1,0,0,1,0
36,0,18,6,0,23,297,28,1,0,1,0,0,0,1
31,0,39,16,6,28,262,12,1,1,0,0,1,0,0
37,0,44,4,6,18,771,21,1,0,0,1,1,0,0
22,0,30,5,5,21,982,6,1,1,0,0,1,0,0
58,0,18,15,6,30,245,15,1,0,0,1,0,1,0
41,0,2,3,0,23,501,1,1,1,0,0,0,1,0
35,1,35,29,10,25,862,8,1,1,0,0,0,1,0
60,0,41,29,4,26,400,16,1,0,1,0,0,1,0
42,0,8,18,10,24,412,12,1,0,1,0,0,0,1
42,0,35,19,0,25,930,8,1,0,1,0,0,1,0
43,0,27,6,2,27,232,24,1,1,0,0,0,1,0
44,1,46,5,7,19,389,28,1,1,0,0,0,0,1
34,0,56,5,0,28,630,30,1,0,0,1,0,1,0
64,0,50,26,9,29,370,19,1,0,0,1,0,0,1
51,0,7,29,6,26,520,5,1,0,1,0,0,1,0
35,0,59,2,6,30,341,23,1,0,1,0,0,0,1
25,0,46,14,3,23,649,16,1,0,0,1,0,1,0
30,1,47,11,9,30,245,3,1,0,0,1,0,0,1
31,0,45,9,8,29,385,24,1,1,0,0,0,0,1
21,1,36,30,9,25,770,3,1,0,0,1,1,0,0
56,0,24,3,4,1,475,12,1,0,1,0,0,0,1
50,0,30,22,3,23,430,26,1,0,1,0,0,1,0
61,1,27,3,9,14,729,23,1,1,0,0,1,0,0
35,0,33,6,7,23,307,6,1,0,1,0,0,0,1
23,0,46,9,9,16,620,27,1,1,0,0,1,0,0
54,0,18,27,6,25,413,14,1,0,1,0,0,0,1
39,0,52,6,7,17,579,22,1,0,1,0,0,1,0
65,0,34,25,7,20,945,13,1,1,0,0,1,0,0
52,0,33,22,10,19,542,7,1,1,0,0,0,1,0
18,0,23,29,8,21,169,11,1,0,1,0,0,1,0
56,0,37,7,3,23,331,30,1,1,0,0,1,0,0
58,0,10,25,5,22,953,20,1,1,0,0,0,1,0
33,1,42,9,9,30,770,14,1,0,0,1,0,1,0
41,0,24,30,9,29,350,16,1,0,1,0,0,0,1
